idx,text,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
503,i persevered through the storm of rejections feeling confident that i was doing what god had called me to do,1,1,20,26.1,1,63.35,90.5,20,25,95,75,65,25,15,15,0,0,0,0,10,10,5,0,15,20,0,0,0,25,5,0,15,0,10,5,5,0,5,5,0,0,0,0,0,0,15,10,5,5,5,0,0,0,0,0,10,10,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,i was feeling comfortable in the first fight i saw things that were working for me but i m expecting a better rendall munroe because i think he might have underestimated me first time around,1,1,35,12.97,1,97.09,65.27,35,20,88.57,77.14,62.86,25.71,20,17.14,0,0,2.86,0,5.71,14.29,5.71,5.71,8.57,11.43,2.86,5.71,0,20,11.43,5.71,5.71,0,5.71,0,14.29,0,14.29,5.71,2.86,0,2.86,0,2.86,0,8.57,5.71,2.86,2.86,2.86,0,0,0,0,0,5.71,2.86,0,0,2.86,0,0,2.86,0,0,0,2.86,0,0,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,11.43,0,0,5.71,2.86,0,2.86,0,8.57,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0
505,im not quite sure how she really feels about it because im pretty sure that she realizes that she is going to miss getting to watch the parade which is something she really enjoys,1,1,34,1,24.36,4.6,66.58,34,11.76,97.06,91.18,73.53,32.35,17.65,5.88,0,0,11.76,0,14.71,8.82,2.94,0,8.82,11.76,20.59,2.94,2.94,29.41,5.88,0,0,0,0,0,35.29,0,35.29,8.82,5.88,0,14.71,5.88,5.88,0,2.94,2.94,0,2.94,2.94,0,0,0,0,0,14.71,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,5.88,5.88,2.94,0,0,2.94,0,2.94,0,0,20.59,5.88,0,0,0,0,0,0,0,0,0,0,0,0
506,i feel somewhat fake in the group,0,1,7,89.52,40.06,99,1,7,14.29,100,71.43,57.14,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,28.57,0,28.57,14.29,0,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,28.57,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
507,i was feeling particularly pissed off and wanted to go to a party,3,1,13,89.52,1,81.58,1,13,15.38,100,76.92,61.54,7.69,7.69,7.69,0,0,0,0,0,7.69,7.69,0,23.08,7.69,7.69,7.69,0,23.08,0,0,7.69,7.69,0,0,15.38,0,15.38,7.69,0,7.69,0,0,0,0,23.08,7.69,15.38,15.38,0,15.38,0,15.38,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,15.38,0,7.69,7.69,0,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,i feel like im still quite bad at describing my feelings with good words and beautiful phrases,0,1,17,29.85,1,97.97,95.42,17,23.53,94.12,70.59,52.94,17.65,17.65,17.65,0,0,0,0,0,5.88,0,0,17.65,5.88,11.76,5.88,0,11.76,11.76,0,0,0,0,0,17.65,0,17.65,11.76,0,0,5.88,0,0,0,17.65,11.76,5.88,11.76,5.88,5.88,0,0,0,0,11.76,11.76,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,11.76,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0
509,i feel so heartbroken over paul walker s tragic disappearance the life of someone so generous beautiful and talented should not end this way as other horrible individuals keep on living torturing assaulting and killing people,0,1,36,41.36,13.82,77.17,1,36,30.56,91.67,63.89,41.67,8.33,2.78,2.78,0,0,0,0,5.56,8.33,2.78,0,11.11,2.78,5.56,13.89,2.78,13.89,13.89,0,8.33,0,2.78,5.56,13.89,0,13.89,2.78,0,2.78,2.78,0,5.56,0,27.78,11.11,16.67,8.33,0,8.33,0,0,5.56,0,19.44,11.11,2.78,0,8.33,2.78,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,13.89,13.89,0,0,11.11,0,0,2.78,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0
510,i feel perfectly mellow,1,1,4,1,1,99,99,4,25,75,75,50,25,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,0,25,0,50,0,50,25,0,0,0,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
511,i feel i have to give credit to jen mitchell for her gorgeous card a href http www,1,1,18,89.52,13.82,10.18,93.93,18,11.11,72.22,66.67,44.44,16.67,16.67,11.11,0,0,5.56,0,0,11.11,5.56,0,16.67,5.56,0,0,0,22.22,5.56,5.56,0,0,0,0,5.56,0,5.56,5.56,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,0,5.56,0,0,5.56,0,5.56,0,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,0,5.56,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0
512,i am alternating between feeling thrilled to see my dads family this weekend and terrified that i will be a black sheep among their normalcy,1,1,25,28.63,19.67,96.32,20.23,25,28,88,68,56,24,16,12,0,0,0,4,8,20,4,0,12,12,0,4,0,16,8,0,4,4,0,0,4,0,4,4,0,0,0,0,0,0,8,4,4,8,4,4,4,0,0,0,8,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
513,i feel for my sweet boy,2,1,6,49.68,1,99,99,6,0,100,83.33,50,33.33,33.33,33.33,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
514,i feel about as helpless and superfluous as i did when jenn had elaine naturally,4,1,15,1,1.24,93.95,1,15,20,80,80,66.67,13.33,13.33,13.33,0,0,0,0,0,0,0,0,20,13.33,20,26.67,0,20,6.67,0,6.67,0,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,0,6.67,0,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,6.67,6.67,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0
515,i thought i didnt feel anything anymore it was over it was ok well today a different story i feel him i want him my heart hurts thinking he wont be around i still want him around i guess its still valid,1,1,42,1,1,97.09,20.23,42,11.9,100,88.1,66.67,35.71,26.19,16.67,0,0,9.52,0,9.52,7.14,2.38,0,7.14,11.9,14.29,0,4.76,26.19,4.76,0,0,0,0,0,23.81,0,23.81,11.9,0,4.76,4.76,0,4.76,0,4.76,2.38,2.38,2.38,0,2.38,0,0,0,0,11.9,2.38,0,0,0,0,2.38,9.52,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,14.29,14.29,0,0,7.14,0,0,7.14,2.38,7.14,4.76,2.38,2.38,0,2.38,0,0,0,0,0,0,0,0,0
516,im feeling better so hopefully things start falling back into the old routine,1,1,13,4.85,7.93,99,99,13,30.77,100,69.23,53.85,15.38,7.69,7.69,0,0,0,0,7.69,7.69,7.69,0,7.69,7.69,23.08,7.69,0,15.38,7.69,0,0,0,0,0,23.08,0,23.08,15.38,0,7.69,7.69,0,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,15.38,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,15.38,23.08,0,7.69,23.08,0,0,0,23.08,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0
517,i hope you feel incredibly cool now,1,1,7,1,97.11,97.09,99,7,14.29,100,100,57.14,28.57,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,0,0,28.57,14.29,0,0,0,0,0,42.86,0,42.86,14.29,0,14.29,14.29,14.29,0,0,28.57,28.57,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,28.57,14.29,0,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0
518,i watched the news at the tv,3,1,7,99,1,24.32,20.23,7,14.29,100,71.43,57.14,14.29,14.29,14.29,0,0,0,0,0,28.57,28.57,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,i didn t really go looking for it but i can definately see where the enjorlas marius ship comes from though sadly i feel it s mostly one sided and that marius is nothing more than a rich schoolboy following his whims without thoughts to the concequences,1,1,47,24.81,1.56,91.07,20.23,47,19.15,76.6,70.21,57.45,14.89,8.51,6.38,0,0,2.13,0,6.38,14.89,6.38,2.13,10.64,4.26,12.77,8.51,2.13,17.02,2.13,6.38,2.13,0,0,2.13,23.4,2.13,19.15,4.26,0,2.13,2.13,2.13,8.51,0,4.26,2.13,2.13,2.13,0,2.13,0,0,2.13,0,4.26,0,0,0,0,0,0,4.26,0,0,0,4.26,0,0,0,0,2.13,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,6.38,14.89,4.26,4.26,6.38,6.38,0,2.13,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0
520,i feel i should as a gracious gesture apologizing for my latest post about the osp and the rand license terms,2,1,21,81.45,1,56.69,88.66,21,19.05,71.43,66.67,52.38,14.29,14.29,14.29,0,0,0,0,0,19.05,14.29,0,14.29,4.76,4.76,9.52,0,9.52,9.52,0,4.76,0,0,4.76,9.52,0,9.52,4.76,0,4.76,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0
521,i get people asking me what it feels like to be the most hated man in dallas county said assessor steve helm,0,1,22,81.89,17.46,50.45,1,22,4.55,77.27,68.18,45.45,18.18,9.09,9.09,0,0,0,0,9.09,9.09,4.55,0,13.64,4.55,0,0,0,27.27,4.55,4.55,0,0,0,0,4.55,0,4.55,4.55,0,0,0,0,0,0,4.55,0,4.55,4.55,0,4.55,0,4.55,0,0,13.64,9.09,0,0,0,0,9.09,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,13.64,9.09,0,0,4.55,0,0,4.55,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0
522,i have reported feeling marginalized intimidated and or subjected to threats of retaliation,4,1,13,53.56,1,81.58,1,13,53.85,84.62,46.15,46.15,7.69,7.69,7.69,0,0,0,0,0,0,0,0,15.38,7.69,0,15.38,0,7.69,0,0,15.38,0,0,15.38,15.38,0,15.38,7.69,0,0,7.69,0,7.69,0,15.38,0,15.38,0,0,0,0,0,0,0,15.38,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,im not sure if im more at peace with our situation or if im just not feeling as bitter about it but in the past five months something has changed within me,3,1,32,3.43,1,99,20.23,32,12.5,100,90.63,75,21.88,15.63,12.5,3.13,0,0,0,6.25,12.5,3.13,3.13,18.75,12.5,6.25,15.63,6.25,15.63,9.38,9.38,3.13,3.13,0,0,34.38,0,34.38,3.13,3.13,0,18.75,0,18.75,0,6.25,3.13,3.13,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,0,0,6.25,0,0,3.13,9.38,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
524,i am feeling profoundly peaceful,1,1,5,3.8,1,99,99,5,60,80,60,40,20,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
525,i feel bad then for not accepting who i am,0,1,10,1,1,99,20.23,10,10,100,90,70,30,30,20,0,0,0,0,0,0,0,0,10,10,0,10,10,20,10,0,0,0,0,0,20,0,20,10,0,0,0,0,10,0,20,10,10,10,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
526,i have tried sorting out the area for the cat houses this lunchtime but i guess after the printer ordeal i am feeling quite uptight so it has been put on hold,4,1,32,34.33,1.71,99,20.23,32,15.63,84.38,68.75,59.38,15.63,9.38,9.38,0,0,0,0,6.25,12.5,9.38,0,12.5,12.5,6.25,9.38,0,21.88,0,0,3.13,0,3.13,0,12.5,0,12.5,6.25,0,0,6.25,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,0,0,0,3.13,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,9.38,12.5,0,3.13,6.25,0,0,3.13,3.13,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
527,i made that make me feel dumb and dumber,0,1,9,1.78,1,99,1,9,0,100,100,44.44,33.33,22.22,22.22,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,33.33,22.22,0,0,0,0,0,33.33,0,33.33,11.11,22.22,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
528,i have power feeling to justify their laziness and being bitchy against skinny girls,3,1,14,35.59,9.23,97.09,1,14,28.57,100,64.29,50,14.29,14.29,7.14,0,0,0,7.14,0,7.14,0,0,14.29,14.29,0,7.14,0,14.29,14.29,0,14.29,0,7.14,7.14,21.43,0,21.43,14.29,7.14,0,0,0,7.14,0,14.29,0,14.29,7.14,0,7.14,0,0,0,7.14,21.43,7.14,0,0,0,7.14,0,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,i feel like my sweet company is finally coming together,2,1,10,15.41,1,99,99,10,30,100,80,50,20,20,20,0,0,0,0,0,10,0,0,10,10,10,0,0,30,10,0,10,10,0,0,10,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,30,0,10,10,0,0,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
530,im making some more mood icons right now to let you see how i feel and think and of course its all charming,1,1,23,14.64,40.06,92.58,84.9,23,4.35,95.65,82.61,56.52,17.39,13.04,8.7,0,4.35,0,0,4.35,17.39,0,0,8.7,4.35,8.7,8.7,0,26.09,8.7,13.04,0,0,0,0,30.43,4.35,26.09,13.04,8.7,0,0,8.7,0,0,8.7,4.35,0,8.7,4.35,0,0,0,0,0,8.7,4.35,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,8.7,0,0,0,4.35,0,4.35,4.35,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0
531,i feel like i am not accepted here i and bucking this force that is coming from all quarters that tells me that something is wrong with me if i am not married with children,1,1,35,1.43,1,99,20.23,35,17.14,97.14,85.71,71.43,31.43,17.14,17.14,0,0,0,0,14.29,14.29,0,0,11.43,11.43,2.86,5.71,5.71,20,2.86,5.71,5.71,2.86,0,2.86,20,2.86,17.14,2.86,2.86,0,5.71,0,8.57,0,5.71,2.86,2.86,0,0,0,0,0,0,0,11.43,5.71,0,0,0,2.86,2.86,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,8.57,8.57,0,2.86,5.71,0,0,2.86,0,2.86,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0
532,i apologise if the pictures are not very good quality but if youre stuck for ideas feel free to check out the websites in the captions,1,1,26,74.95,1,99,99,26,19.23,88.46,69.23,57.69,7.69,7.69,3.85,0,3.85,0,0,0,11.54,11.54,0,15.38,7.69,3.85,11.54,3.85,15.38,3.85,0,3.85,0,0,3.85,23.08,0,23.08,7.69,0,0,7.69,0,15.38,0,7.69,7.69,0,3.85,3.85,0,0,0,0,0,7.69,3.85,3.85,3.85,0,0,0,3.85,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,19.23,3.85,0,11.54,0,0,3.85,0,3.85,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0
533,i feel fine now even though ive just burned the dinner oops,1,1,12,1,1,99,99,12,0,91.67,83.33,58.33,16.67,16.67,16.67,0,0,0,0,0,8.33,8.33,0,0,8.33,33.33,8.33,0,25,8.33,0,0,0,0,0,16.67,0,16.67,8.33,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,8.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
534,i feel for this divine landmass and all the respect i bear in my heart for the greatness residing on it,1,1,21,89.52,1,84.92,99,21,19.05,80.95,71.43,61.9,23.81,14.29,14.29,0,0,0,0,9.52,23.81,9.52,0,19.05,0,0,4.76,0,4.76,4.76,4.76,4.76,0,0,4.76,9.52,4.76,4.76,4.76,0,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0,0,0,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,9.52,0,0,4.76,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0
535,i feel like but im not very fond of that word,2,1,11,1.5,1,99,99,11,0,100,90.91,72.73,27.27,18.18,18.18,0,0,0,0,9.09,9.09,0,0,18.18,9.09,9.09,9.09,9.09,18.18,9.09,0,0,0,0,0,27.27,0,27.27,9.09,0,0,0,0,18.18,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,18.18,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0
536,i feel vulnerable not knowing what is to come and i feel like the rest of my life depends on today,4,1,21,70.33,1,99,20.23,21,14.29,100,85.71,57.14,19.05,14.29,14.29,0,0,0,0,4.76,9.52,4.76,0,19.05,4.76,0,4.76,4.76,28.57,4.76,4.76,4.76,0,0,4.76,33.33,0,33.33,14.29,4.76,0,4.76,0,9.52,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,4.76,4.76,0,0,9.52,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0
537,i feel so damn agitated,3,1,5,1,1,99,1,5,20,100,60,40,20,20,20,0,0,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,40,0,20,20,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
538,i feel confident around him and i am always there if he needs help,1,1,14,1,9.23,97.09,99,14,7.14,100,92.86,71.43,28.57,28.57,14.29,0,0,14.29,0,0,0,0,0,7.14,7.14,21.43,14.29,0,21.43,7.14,0,14.29,7.14,7.14,0,28.57,7.14,21.43,7.14,0,7.14,7.14,0,7.14,0,14.29,14.29,0,7.14,7.14,0,0,0,0,0,21.43,7.14,7.14,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,21.43,0,0,14.29,0,0,7.14,7.14,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0
539,i feel annoyingly isolated in the hostel with all those people talking outside the room etc,0,1,16,99,11.66,99,1,16,25,87.5,62.5,50,12.5,6.25,6.25,0,0,0,0,6.25,25,12.5,0,18.75,0,0,0,0,12.5,6.25,6.25,0,0,0,0,12.5,6.25,6.25,6.25,0,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,0,6.25,0,0,12.5,12.5,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,31.25,0,0,25,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
540,i feel like alcoholism is something that is widely accepted as the norm in gay culture,1,1,16,43.4,11.66,89.39,96.74,16,25,93.75,75,62.5,18.75,6.25,6.25,0,0,0,0,12.5,12.5,6.25,0,18.75,12.5,6.25,6.25,0,18.75,6.25,0,0,0,0,0,12.5,0,12.5,6.25,0,0,6.25,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,12.5,18.75,0,0,12.5,0,0,6.25,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0
541,im just now realizing i didnt have a diet coke today and that makes me feel proud regardless of the other junk i consumed today,1,1,25,7.03,1,99,81.12,25,12,92,72,56,20,16,16,0,0,0,0,4,16,8,0,4,12,8,4,4,24,8,0,4,0,4,0,24,0,24,8,4,0,0,0,12,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,4,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0
542,i also feel i have accepted my dark side and am finally realizing what of my dark side is healthy,1,1,20,1,1,99,90.5,20,20,100,75,60,25,20,20,0,0,0,0,5,10,0,0,5,15,10,10,0,25,5,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,25,0,0,10,10,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
543,i have spoken about before but the feeling is getting stronger and i am curious if others have similar thoughts,5,1,20,1.62,1,99,90.5,20,30,100,80,65,15,10,10,0,0,0,0,5,5,5,0,10,20,5,20,0,25,10,0,5,0,0,5,35,0,35,15,0,0,5,0,20,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,5,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
